10000 20000
3300 5471 -6663
8477 5472 -5112
6784 5473 2062
187 5474 4388
3077 5475 226
3305 5476 216
8700 5477 3999
461 5478 -1129
27 5479 1695
3341 5480 -6274
9740 5481 4607
8772 5482 -660
1763 5483 -7355
683 5484 -8939
1690 5485 4605
5427 5486 2333
6365 5487 -8929
8415 5488 -6685
9994 5489 -6017
8291 5490 2094
5938 5491 4011
3864 5492 -2090
6619 5493 4333
2092 5494 106
9172 5495 1928
1339 5496 -4110
1261 5497 2010
9356 5498 -1328
6064 5499 -3467
7853 5500 3888
8409 5501 258
8288 5502 4680
5259 5503 4241
244 5504 -4570
5392 5505 -3856
4421 5506 3897
3913 5507 -9897
4594 5508 -5125
481 5509 -2540
9975 5510 1077
8158 5511 2559
3321 5512 -5235
5902 5513 -6562
5574 5514 -6196
132 5515 -891
5891 5516 -8358
74 5517 -8832
2870 5518 -537
3805 5519 3001
4563 5520 2296
6402 5521 -8029
3002 5522 4716
3037 5523 -4853
7346 5524 -3967
6879 5525 -2738
1722 5526 2773
6814 5527 80
7840 5528 -6767
6206 5529 -8157
7910 5530 4203
7390 5531 -8212
9018 5532 -1862
9142 5533 2195
1518 5534 894
6416 5535 -2995
4611 5536 2013
5897 5537 -1843
3620 5538 2800
9036 5539 -5737
9734 5540 -8530
6518 5541 -723
7479 5542 -3056
8158 5543 3339
5015 5544 -9821
8157 5545 -3828
198 5546 -4948
213 5547 -279
4791 5548 -1780
7211 5549 4485
9571 5550 -2733
4991 5551 3662
3430 5552 -6915
5173 5553 4395
8359 5554 3614
1270 5555 1974
6186 5556 -2736
8077 5557 -5469
3819 5558 -7265
6779 5559 4802
3190 5560 -4657
8602 5561 -8063
1771 5562 961
6824 5563 -2915
6237 5564 -1535
1106 5565 -4205
4295 5566 -2648
4757 5567 2946
4760 5568 -2518
4334 5569 -5793
5918 5570 -8333
7752 5571 -206
8602 5572 -1778
9012 5573 -4374
1202 5574 3453
4201 5575 -737
5305 5576 -7753
7166 5577 -1070
1068 5578 -4465
8980 5579 1437
9423 5580 -3396
183 5581 -7383
1806 5582 1541
5950 5583 -8871
1381 5584 384
8004 5585 -8645
625 5586 -3734
4127 5587 -3614
93 5588 -598
198 5589 -4535
5216 5590 585
495 5591 -5579
1567 5592 -5812
1066 5593 -2384
9753 5594 -9633
3188 5595 -3047
9008 5596 -3242
3260 5597 -3221
2180 5598 -8429
2677 5599 2468
963 5600 -1689
90 5601 -3808
9803 5602 555
1262 5603 -3535
7549 5604 3489
9230 5605 -6678
1269 5606 -6086
7912 5607 -7140
8464 5608 -2841
3872 5609 -6650
3710 5610 -88
1346 5611 -2414
7980 5612 2548
2367 5613 2380
1077 5614 -6816
461 5615 -2296
9287 5616 2722
4397 5617 -7480
6603 5618 -8212
6508 5619 -3420
2765 5620 -5432
7003 5621 -1108
6883 5622 -6563
41 5623 -6413
8387 5624 -7390
462 5625 -6517
8001 5626 -6303
3939 5627 -9503
5487 5628 -7045
710 5629 -600
9092 5630 -4310
2217 5631 -860
9592 5632 -4029
5703 5633 984
2185 5634 622
476 5635 -933
903 5636 -5169
136 5637 972
2221 5638 -6163
9138 5639 -5863
9374 5640 2861
6547 5641 -2142
2567 5642 2997
9360 5643 -1617
5342 5644 -1997
5706 5645 -5896
1841 5646 -4814
6151 5647 -35
856 5648 -5661
3659 5649 -5939
4072 5650 -9773
4279 5651 -365
5388 5652 -1312
1844 5653 -3093
5434 5654 35
6634 5655 4530
6117 5656 -6048
390 5657 3028
66 5658 -6006
2845 5659 -6705
4512 5660 2078
7071 5661 1073
9951 5662 -3581
4629 5663 3702
7651 5664 2747
1094 5665 384
9705 5666 2634
9936 5667 -421
7573 5668 -4796
1642 5669 -7867
1977 5670 -3178
4062 5671 -1798
1661 5672 -7849
2217 5673 1495
4845 5674 3763
7812 5675 4504
8543 5676 2963
9280 5677 -3213
6503 5678 -338
9277 5679 -5669
5188 5680 -6549
6157 5681 936
2051 5682 -8352
811 5683 3725
2583 5684 -952
9439 5685 -1558
2638 5686 -9366
6589 5687 90
4418 5688 -9393
3986 5689 -52
2946 5690 -5075
9986 5691 -1561
3884 5692 -9778
5643 5693 -8678
9739 5694 -112
2236 5695 1424
1118 5696 -5791
9727 5697 4434
3824 5698 -9453
9234 5699 795
7600 5700 -7102
323 5701 -4704
5814 5702 -9584
6665 5703 4676
5751 5704 916
9027 5705 39
7302 5706 -1433
6912 5707 -1535
2412 5708 -3239
7353 5709 3868
7474 5710 -983
6710 5711 2872
1794 5712 -276
6118 5713 -9268
4611 5714 -965
827 5715 -8308
1269 5716 -5709
3741 5717 -8843
5214 5718 -6162
459 5719 3557
4647 5720 -4021
1662 5721 4232
7919 5722 -2813
4214 5723 972
7796 5724 1116
2362 5725 -9869
4877 5726 4828
9734 5727 1167
8750 5728 -8451
4335 5729 -2652
8740 5730 4630
6063 5731 -4304
5789 5732 3931
4334 5733 -31
2760 5734 -8012
32 5735 -3680
2508 5736 -9445
8527 5737 -121
3457 5738 -6850
9891 5739 3755
3309 5740 -586
3993 5741 -896
1135 5742 -8390
9206 5743 -2436
9958 5744 -6589
1869 5745 2253
5833 5746 376
6702 5747 3181
5271 5748 -5407
496 5749 -1447
9316 5750 -7995
3456 5751 2874
5503 5752 -8241
6411 5753 1575
2988 5754 313
7727 5755 -123
4260 5756 -518
6821 5757 -6848
8781 5758 -2428
9270 5759 -6341
8410 5760 -6186
4222 5761 -859
6551 5762 2990
9039 5763 -6341
519 5764 -9908
7948 5765 -9853
2186 5766 822
8918 5767 2175
334 5768 -6742
3859 5769 -1660
4501 5770 -3323
1507 5771 -1587
3522 5772 3036
2213 5773 1671
8190 5774 -3744
519 5775 1233
6989 5776 -8577
8691 5777 2192
6980 5778 -7055
8934 5779 -1929
1981 5780 553
696 5781 -4598
9253 5782 -2879
4914 5783 309
6768 5784 -1631
8207 5785 1364
4282 5786 1867
509 5787 -8689
2297 5788 -8584
7600 5789 -4006
2306 5790 -1144
140 5791 -8604
6569 5792 -8435
4281 5793 -7860
6485 5794 -5967
9732 5795 -3518
8178 5796 1186
4868 5797 -1079
7001 5798 4305
7091 5799 -8224
5414 5800 1538
3949 5801 -6554
5598 5802 2004
656 5803 -8754
6201 5804 -7381
1026 5805 -2501
9225 5806 -430
2567 5807 -5541
5511 5808 -7743
9479 5809 2249
1705 5810 -1751
597 5811 -2011
9968 5812 2020
6076 5813 -1905
969 5814 -6859
6718 5815 -6732
8066 5816 -275
6659 5817 3309
6070 5818 2466
8394 5819 -4847
8208 5820 -955
2099 5821 -6909
6265 5822 1529
8732 5823 -5876
1776 5824 -3214
6566 5825 753
2489 5826 3400
187 5827 2292
2980 5828 -4544
2194 5829 -5185
4519 5830 -9583
9510 5831 2473
9336 5832 -6011
4701 5833 3543
8087 5834 4340
5007 5835 -5353
6083 5836 -9297
4441 5837 -2188
9428 5838 -2866
3986 5839 -2694
5615 5840 -7112
352 5841 2854
6477 5842 -4706
4093 5843 3176
6860 5844 -765
7065 5845 -142
9116 5846 4042
2194 5847 -1142
4491 5848 -3468
7194 5849 3090
4864 5850 -2037
4611 5851 -1609
4568 5852 169
4021 5853 -3928
7742 5854 4749
4046 5855 4236
967 5856 -2162
7802 5857 -2475
5124 5858 3927
3406 5859 4637
6024 5860 -8670
4763 5861 1813
4415 5862 -7083
3008 5863 564
4759 5864 -3948
7621 5865 2541
8619 5866 -3047
6118 5867 -9217
2405 5868 -9770
969 5869 -7453
667 5870 -4964
9363 5871 3378
286 5872 -4007
1405 5873 1250
5829 5874 -6135
9185 5875 -641
3124 5876 288
6884 5877 -9627
2315 5878 -3214
6465 5879 -2353
7191 5880 979
7033 5881 -1337
9890 5882 1205
791 5883 4492
406 5884 4828
6530 5885 -5081
2856 5886 558
4518 5887 220
2363 5888 -5162
5047 5889 -2211
4779 5890 -779
6535 5891 4405
9960 5892 -8350
8132 5893 -2398
5570 5894 101
9701 5895 -7744
4510 5896 1059
655 5897 -7446
1831 5898 4149
8144 5899 -5737
223 5900 -4790
6437 5901 -419
9305 5902 -3871
6127 5903 3465
267 5904 -2871
8532 5905 -4504
543 5906 -3552
687 5907 3894
1416 5908 2470
6466 5909 -5849
9580 5910 -2855
3465 5911 -8768
9448 5912 -7079
1449 5913 -7543
120 5914 3084
891 5915 -1959
4963 5916 4893
8805 5917 -2764
7515 5919 -9680
5635 5920 4032
8465 5921 -7569
5781 5922 -6374
8926 5923 -7932
3026 5924 -4214
7071 5925 -3307
1882 5926 370
1583 5927 -7308
1478 5928 -5042
8207 5929 -4321
8596 5930 -7230
5174 5931 -4571
5789 5932 2564
6292 5933 3569
2552 5934 4411
4803 5935 -3408
8118 5936 -5392
5479 5937 -265
7096 5938 -6544
7733 5939 -3532
3710 5940 -3114
1157 5941 536
2745 5942 1923
5299 5943 -2303
925 5944 -1558
9881 5945 -612
3082 5946 -1683
2625 5947 -9954
7599 5948 -4831
433 5949 1423
2121 5950 -1229
1111 5951 3944
286 5952 2662
5144 5953 -325
5119 5954 860
4620 5955 2788
458 5956 2981
4889 5957 2202
7676 5958 3380
1144 5959 -4936
5214 5960 -3660
1999 5961 2132
2345 5962 1918
224 5963 2322
7350 5964 -1946
7303 5965 -2242
7218 5966 2171
4727 5967 2198
2671 5968 -6810
3146 5969 3154
4333 5970 605
6997 5971 -877
5179 5972 -213
9347 5973 444
7999 5974 -9630
8167 5975 -2326
3730 5976 2362
5412 5977 -5852
7645 5978 2915
841 5979 -150
7549 5980 -2435
1727 5981 -8591
802 5982 -2854
4491 5983 -6592
4618 5984 -3622
823 5985 2925
1370 5986 -2176
6707 5987 -5543
6878 5988 -9581
6815 5989 -5847
3980 5990 456
1909 5991 -1300
3966 5992 -2102
9328 5993 -4819
8083 5994 -8522
4055 5995 -4077
2964 5996 -1217
8494 5997 4987
5134 5998 991
7154 5999 1878
955 6000 4062
5392 6001 -2107
1435 6002 -1078
4753 6003 -8088
4700 6004 -3801
6449 6005 -6537
9871 6006 -6808
8414 6007 -8795
43 6008 -4191
3032 6009 3968
8971 6010 2342
282 6011 841
1298 6012 -3614
816 6013 -4040
9930 6014 -2678
9357 6015 -7659
1510 6016 -7905
6977 6017 -7182
706 6018 3751
754 6019 -3784
2004 6020 -3545
7459 6021 -8245
3872 6022 -2910
99 6023 -6922
1357 6024 -143
2973 6025 -6163
1083 6026 -2863
3962 6027 -6284
8213 6028 677
5871 6029 3944
5155 6030 -2090
4623 6031 -5464
7628 6032 2761
1689 6033 -9296
9578 6034 -9010
3293 6035 -4673
183 6036 -6773
5873 6037 -7049
9143 6038 3896
8912 6039 -9639
9749 6040 -5549
6474 6041 -4431
5503 6042 -7250
5208 6043 -5588
7525 6044 -5348
9207 6045 2313
1562 6046 -8293
9638 6047 -8187
5332 6048 -7289
1066 6049 3952
2303 6050 -8614
1859 6051 -690
168 6052 -8938
6281 6053 3508
8556 6054 779
7608 6055 -1254
1944 6056 -4075
8558 6057 -4172
1040 6058 -8187
8653 6059 -3414
8027 6060 -552
4161 6061 3723
5851 6062 -7159
5503 6063 35
5392 6064 3949
3554 6065 3383
1416 6066 -538
9241 6067 4830
511 6068 4002
3762 6069 821
5362 6070 -2202
6506 6071 -2323
7296 6072 4613
2806 6073 1715
8259 6074 4325
1098 6075 -5705
9994 6076 -4990
6762 6077 -2075
7929 6078 1196
6690 6079 1930
9794 6080 -7453
4060 6081 -4070
7939 6082 2852
1495 6083 1509
5911 6084 -6945
6045 6085 -9596
2173 6086 -2273
4380 6087 -2565
6283 6088 -145
1203 6089 -361
7907 6090 1644
4448 6091 -6487
6595 6092 -284
6547 6093 3869
5102 6094 3771
6926 6095 -1593
2866 6096 -4194
7271 6097 -9549
4987 6098 -9498
6468 6099 4961
7384 6100 695
5897 6101 -5632
8362 6102 -2626
4935 6103 3571
5075 6104 3224
32 6105 -2236
5406 6106 -5307
1781 6107 4758
6270 6108 -8737
7116 6109 4741
1045 6110 -4225
3665 6111 -2608
8602 6112 739
7377 6113 930
1750 6114 -8453
1925 6115 -8163
4442 6116 -540
617 6117 -2472
2137 6118 -2109
4236 6119 -2904
7651 6120 -7859
256 6121 4847
7628 6122 3807
5128 6123 -3961
2747 6124 -1200
5524 6125 -5298
7096 6126 2842
6603 6127 -6989
6979 6128 -9615
4715 6129 -2783
6174 6130 3930
6486 6131 -413
9015 6132 -2019
769 6133 -5667
4886 6134 3760
3614 6135 4781
2066 6136 -2496
3250 6137 2159
9855 6138 -9047
4280 6139 -2375
7209 6140 -2547
2608 6141 -3935
6968 6142 393
5780 6143 -1592
8542 6144 2686
5445 6145 -1335
5133 6146 -4412
7684 6147 -5268
1479 6148 1891
2558 6149 -756
467 6150 2046
3472 6151 1625
572 6152 1163
3576 6153 -1302
6661 6154 -6797
6503 6155 1790
5415 6156 -3519
1746 6157 -2671
5219 6158 -7671
6198 6159 205
6907 6160 -5818
5483 6161 2283
1258 6162 -2347
3769 6163 -8577
7943 6164 -8078
7855 6165 1089
8515 6166 -7301
8827 6167 1459
6288 6168 -1601
7454 6169 2385
696 6170 -6504
8540 6171 4809
8302 6172 -4489
4612 6173 4437
7449 6174 -2430
6919 6175 -5428
403 6176 -5700
1763 6177 -9233
4156 6178 -7468
5580 6179 -3411
836 6180 753
2309 6181 -7959
9710 6182 -841
9486 6183 -1661
8790 6184 592
2342 6185 -801
4207 6186 -39
6082 6187 -8261
1582 6188 -5302
6859 6189 299
3753 6190 -3150
8793 6191 3810
4751 6192 -1578
2274 6193 -8122
7191 6194 -1909
3666 6195 -7263
7549 6196 -9056
2338 6197 -977
1810 6198 1910
619 6199 -7773
7940 6200 -9401
6462 6201 4035
6455 6202 -9785
5493 6203 365
9119 6204 -2657
6320 6205 1668
2234 6206 -9069
3605 6207 -6689
2811 6208 -7708
9585 6209 3666
5445 6210 -133
578 6211 3058
2010 6212 -1501
7981 6213 3287
952 6214 1395
9559 6215 1347
5577 6216 1287
6377 6217 -227
9223 6218 -5881
58 6219 -6393
9442 6220 -7293
561 6221 -9694
5719 6222 -3519
9317 6223 211
3894 6224 1422
7303 6225 561
8608 6226 -1592
996 6227 -8287
3665 6228 -7506
2133 6229 -3153
1648 6230 -6848
1381 6231 -1237
4236 6232 -5364
4049 6233 -9519
2358 6234 2722
8260 6235 -7271
7642 6236 -3782
9455 6237 4478
3041 6238 4843
7861 6239 2979
9329 6240 -5066
1143 6241 -7094
7067 6242 -4185
9156 6243 3987
3994 6244 2943
1543 6245 50
9007 6246 469
8922 6247 -910
9778 6248 -7001
327 6249 -5215
7289 6250 -5409
8073 6251 -7866
7405 6252 -733
1125 6253 2965
1905 6254 4373
2572 6255 -686
3112 6256 -1577
1232 6257 3631
3499 6258 970
1342 6259 4455
9097 6260 4220
8587 6261 -4575
1654 6262 -2865
1550 6263 8
5648 6264 -872
356 6265 -9462
8181 6266 -8502
5931 6267 -8415
5265 6268 -6325
320 6269 -9775
9058 6270 4011
6316 6271 1189
9701 6272 -8314
6036 6273 -329
9353 6274 -1991
512 6275 4885
387 6276 -8096
8131 6277 -4203
9920 6278 -7015
219 6279 -4360
4977 6280 -2192
6449 6281 -517
5147 6282 889
566 6283 3031
1608 6284 -9979
7324 6285 -8229
7338 6286 -9932
1717 6287 152
9899 6288 -9544
5119 6289 2071
3572 6290 -6661
9865 6291 2430
9283 6292 805
7566 6293 -5052
4486 6294 -5590
8803 6295 3667
3329 6296 3142
6398 6297 -1194
7733 6298 -8446
2342 6299 -5008
3987 6300 -1443
262 6301 3534
9673 6302 -1729
3790 6303 3966
4798 6304 2689
5832 6305 2595
4843 6306 -7545
9844 6307 -4847
8129 6308 -5291
5759 6309 2564
171 6310 -4917
7975 6311 -8610
4805 6312 -5463
4658 6313 -8216
5349 6314 -5102
2629 6315 640
7595 6316 2545
3881 6317 -2178
8749 6318 344
8345 6319 2825
1795 6320 -826
3203 6321 -4895
5662 6322 -3869
3935 6323 -5481
4735 6324 -4768
7290 6325 2473
9461 6326 2921
4359 6327 -8183
1959 6328 -5851
1594 6329 -7507
2960 6330 4736
2268 6331 2851
3111 6332 1271
2011 6333 4692
4120 6334 2849
5200 6335 -2999
3721 6336 -47
1420 6337 -1544
8020 6338 671
7096 6339 -9219
2035 6340 -2695
9888 6341 1027
9061 6342 3017
3345 6343 3614
8258 6344 -3343
6468 6345 1805
5009 6346 -4486
6079 6347 -2559
9606 6348 -3432
4529 6349 -3944
6024 6350 -5833
2523 6351 -8322
9705 6352 -6408
7701 6353 -624
2871 6354 -4458
6595 6355 -5667
722 6356 4995
3939 6357 -6538
9383 6358 -8046
6902 6359 -5985
570 6360 -4080
1846 6361 -5867
2690 6362 83
6690 6363 -7766
8053 6364 -3139
4529 6365 -3431
137 6366 -2911
3681 6367 4989
3440 6368 729
7662 6369 4698
3028 6370 -769
758 6371 -4050
236 6372 4926
2282 6373 1925
4096 6374 2478
815 6375 -7278
6270 6376 525
7296 6377 -6642
3688 6378 -1866
7939 6379 -5204
723 6380 3153
8295 6381 -9232
3250 6382 -7301
608 6383 2545
7398 6384 -6064
723 6385 -5404
9740 6386 4683
4876 6387 -5276
1240 6388 3174
8238 6389 -9438
9041 6390 -2786
6505 6391 -6324
1341 6392 -3690
5764 6393 3986
3678 6394 -5937
2464 6395 -9035
6955 6396 -557
2267 6397 -3545
667 6398 3101
5112 6399 -9847
2132 6400 532
345 6401 -239
8785 6402 -2788
4944 6403 321
3778 6404 -7734
3375 6405 -1965
5035 6406 -4377
4413 6407 -822
4947 6408 1238
1217 6409 -8511
1700 6410 -2341
9319 6411 -2322
1073 6412 -354
8226 6413 2934
9398 6414 -1730
9459 6415 -4120
6012 6416 3181
8626 6417 60
4462 6418 -2512
5938 6419 787
6784 6420 -408
7104 6421 -3390
6307 6422 3051
6102 6423 -2747
7292 6424 -1377
2753 6425 -715
9282 6426 -2379
3203 6427 -7038
5747 6428 -6626
5720 6429 -1861
7493 6430 1527
374 6431 -6680
2287 6432 4201
8698 6433 -2007
368 6434 1787
3555 6435 -9561
1882 6436 -62
1334 6437 -727
6210 6438 -529
3969 6439 -178
3531 6440 -9957
6561 6441 -8962
9222 6442 1475
6498 6443 2833
4871 6444 3980
4054 6445 -7165
7620 6446 -1665
2124 6447 -5051
694 6448 108
5918 6449 -2140
5233 6450 -1764
453 6451 -1168
18 6452 4831
4494 6453 -8508
9270 6454 -3886
7090 6455 -1783
9588 6456 490
1883 6457 1771
5124 6458 2421
4040 6459 -2792
5342 6460 -3041
9559 6461 2501
5300 6462 2828
2054 6463 -3788
3868 6464 -6153
1305 6465 -2581
7471 6466 -9858
956 6467 -6253
9616 6468 510
3715 6469 -7946
6690 6470 -9850
7049 6471 -2190
259 6472 3027
3033 6473 -4136
4816 6474 -9839
8134 6475 1519
85 6476 -476
1374 6477 4933
162 6478 3568
7652 6479 -7800
223 6480 4257
7976 6481 -4786
7833 6482 -8706
5187 6483 -5075
1545 6484 -8682
7301 6485 2440
2454 6486 4726
3373 6487 -1056
1044 6488 -9651
1943 6489 -7323
4879 6490 -1289
7043 6491 -541
6461 6492 -216
8569 6493 -1560
4482 6494 -4050
203 6495 -7438
9317 6496 1703
7926 6497 3478
4284 6498 -965
5309 6499 -5219
6590 6500 -934
1252 6501 -8342
4955 6502 1096
1645 6503 1569
3753 6504 3723
6477 6505 -6246
6551 6506 -3336
6786 6507 -3068
827 6508 3986
794 6509 -1557
2868 6510 3317
1742 6511 -4311
7413 6512 4764
5069 6513 -3648
9791 6514 -5119
3434 6515 2238
9820 6516 4934
9322 6517 -5548
9425 6518 -6708
4781 6519 1206
3236 6520 -7295
5333 6521 -2215
291 6522 -7287
4127 6523 -4332
3023 6524 -7872
5661 6525 1234
9315 6526 -9995
8596 6527 -8235
1750 6528 -5863
254 6529 -2185
5156 6530 2854
3305 6531 -6120
5932 6532 -1041
4448 6533 4698
5817 6534 1499
6640 6535 -9694
9233 6536 -1610
7892 6537 -6939
2788 6538 -7231
2241 6539 -7235
9795 6540 4223
1886 6541 3386
4976 6542 442
4799 6543 -1765
7353 6544 -4238
2180 6545 -6823
3876 6546 -9489
115 6547 -4424
1331 6548 526
978 6549 1640
8415 6550 1574
7600 6551 1659
4233 6552 3407
2689 6553 -9929
4068 6554 -3801
2653 6555 -8676
1956 6556 2203
5371 6557 -7314
9631 6558 -4924
4285 6559 -9980
431 6560 -9035
1329 6561 -5677
430 6562 4489
1074 6563 -9627
6102 6564 3581
4247 6565 -9079
3727 6566 -4243
1883 6567 -3284
5574 6568 -2995
5259 6569 -4070
3240 6570 -7596
6518 6571 -3366
2340 6572 -233
9158 6573 -3946
115 6574 -2098
4955 6575 -7823
7626 6576 -4789
8744 6577 -72
4008 6578 2083
7608 6579 953
9169 6580 -700
1565 6581 -1678
1564 6582 -4629
4442 6583 -2929
6301 6584 -1440
7467 6585 -672
5202 6586 -4464
4792 6587 -4532
9138 6588 -4083
9605 6589 1720
4781 6590 -6640
603 6591 4263
4261 6592 -3325
18 6593 1903
7666 6594 2985
7423 6595 1195
9816 6596 688
8373 6597 -1743
1707 6598 -8297
214 6599 -5925
791 6600 -5154
6355 6601 -9159
971 6602 -8859
7833 6603 4324
924 6604 -8902
5538 6605 -96
1021 6606 1081
9263 6607 -8864
6620 6608 891
8867 6609 -5917
8184 6610 -9892
1025 6611 3519
305 6612 -7779
736 6613 -7684
1221 6614 -8123
8996 6615 -4973
1392 6616 -504
8571 6617 -9383
4244 6618 -3094
9143 6619 1186
6883 6620 3622
5289 6621 -8391
1492 6622 -6095
4139 6623 -7538
6379 6624 -8454
427 6625 -3809
6059 6626 799
9567 6627 4289
3293 6628 -4831
6293 6629 -2908
711 6630 -691
1257 6631 -9617
6933 6632 -7005
2991 6633 458
5059 6634 -510
153 6635 -875
589 6636 -8045
832 6637 952
9105 6638 -8659
624 6639 -9827
6281 6640 -6594
3872 6641 -8175
3490 6642 -9840
709 6643 -6402
2900 6644 -6860
3212 6645 -9936
480 6646 3742
5881 6647 -2522
5331 6648 -7009
5505 6649 2057
9756 6650 736
7625 6651 -3157
4352 6652 299
603 6653 242
5631 6654 -9314
519 6655 -354
3220 6656 -7368
3966 6657 4126
3373 6658 -5720
4940 6659 -9510
4626 6660 -4462
6781 6661 -413
7996 6662 -2488
1705 6663 -3400
210 6664 -6903
2888 6665 -9600
4877 6666 -6449
6486 6667 -2460
6508 6668 -8780
1529 6669 -2115
543 6670 -1355
3975 6671 -7972
4231 6672 671
5256 6673 -7488
1316 6674 -600
6536 6675 -4207
1124 6676 2047
2027 6677 -1302
7078 6678 3406
5014 6679 1652
2507 6680 -6487
9739 6681 -9726
5375 6682 -9377
7029 6683 -7585
9448 6684 2211
5658 6685 809
6524 6686 -2755
1926 6687 -3609
2724 6688 4293
2876 6689 -7808
4282 6690 -3087
7559 6691 -4316
1403 6692 -1619
5499 6693 -7541
3982 6694 198
2255 6695 -1534
8659 6696 -297
6041 6697 -6417
8705 6698 -8961
1979 6699 -1645
5661 6700 1062
3886 6701 -7461
9580 6702 -1078
7307 6703 -4078
4599 6704 -6079
9634 6705 -394
9163 6706 -4986
1844 6707 -992
1495 6708 -8170
8435 6709 -4617
6398 6710 -1268
2932 6711 2502
755 6712 1052
5581 6713 -3996
2019 6714 325
576 6715 -3059
5488 6716 4483
2166 6717 825
6787 6718 -3896
7334 6719 -6062
1046 6720 -5995
6108 6721 1401
2075 6722 1151
8526 6723 -5054
1956 6724 -7539
5933 6725 2821
1132 6726 2683
6808 6727 407
9859 6728 1934
3949 6729 -5584
997 6730 2782
548 6731 -6570
5366 6732 -1701
1420 6733 4812
2183 6734 855
2576 6735 3182
5283 6736 -3522
8442 6737 2786
1816 6738 2455
4466 6739 -2656
3907 6740 -8792
5984 6741 1144
5455 6742 975
3675 6743 -5351
3786 6744 -3108
117 6745 -6279
5601 6746 472
7848 6747 915
7294 6748 -490
3190 6749 -1956
7853 6750 -3685
560 6751 3221
3939 6752 -4339
7908 6753 -1805
4643 6754 -7013
6805 6755 -6741
350 6756 -5089
2073 6757 -7884
7012 6758 -4295
4179 6759 -7157
3194 6760 -4444
7337 6761 -3334
8292 6762 -1789
3786 6763 -4148
9550 6764 -911
6374 6765 -4160
7683 6766 -2868
3887 6767 -9235
7373 6768 -5845
4928 6769 -5073
9180 6770 649
6791 6771 1840
3327 6772 3074
1562 6773 4064
7536 6774 -2322
2137 6775 1922
9972 6776 4909
8929 6777 -8816
9926 6778 -9396
1759 6779 -1756
3713 6780 -8016
433 6781 -947
7473 6782 -5622
9886 6783 -5563
7908 6784 -4240
2809 6785 2892
7608 6786 -1070
77 6787 -7436
6301 6788 1595
7601 6789 -7763
3798 6790 -9267
1956 6791 3124
5702 6792 -6197
9975 6793 4520
3482 6794 -4781
7706 6795 2231
6362 6796 -3323
606 6797 127
8414 6798 3846
7095 6799 664
808 6800 386
8149 6801 3922
9561 6802 -4854
1981 6803 -9577
3944 6804 -6715
1360 6805 -8856
74 6806 -8440
4207 6807 -6315
4940 6808 -9672
9863 6809 -6709
1759 6810 4293
8 6811 -7879
9588 6812 -9585
3263 6813 -8653
3207 6814 4485
284 6815 3986
8626 6816 4273
9488 6817 -8011
9783 6818 -6848
57 6819 186
9673 6820 -8857
3835 6821 -4909
3804 6822 -3654
7030 6823 -2598
1926 6824 -4618
5369 6825 -8710
5206 6826 -3142
6794 6827 -8306
8300 6828 -8937
5492 6829 -7424
1660 6830 -1165
9528 6831 306
3505 6832 3288
2807 6833 -8980
2810 6834 -4148
3868 6835 -7699
8826 6836 3949
8270 6837 -9794
9472 6838 -7901
9606 6839 -9722
5133 6840 -3491
90 6841 -8746
9400 6842 -9569
3735 6843 -93
1379 6844 -1540
9804 6845 -1370
1596 6846 775
1256 6847 3409
5319 6848 -9921
3046 6849 -6001
3459 6850 -7090
9875 6851 -7911
7663 6852 -6910
8226 6853 2484
8410 6854 -1687
7168 6855 -4981
1743 6856 -9128
3565 6857 -2543
4751 6858 -8874
3793 6859 2086
5420 6860 -9829
4659 6861 -164
6873 6862 -210
3243 6863 4901
7569 6864 1207
6702 6865 -6058
2427 6866 3071
1342 6867 1714
5071 6868 -6021
3675 6869 -486
2235 6870 -2095
3561 6871 -5344
1936 6872 -2720
7191 6873 4321
2807 6874 4250
8784 6875 -5026
1046 6876 -8345
2834 6877 -5968
9642 6878 295
9341 6879 -9303
1419 6880 -1423
1527 6881 -367
887 6882 -305
7246 6883 -181
9043 6884 -7871
6526 6885 -6194
3645 6886 3360
2137 6887 -7077
6301 6888 -1317
6976 6889 -6777
9305 6890 -739
2023 6891 675
4890 6892 3268
9622 6893 -3342
9589 6894 -8144
384 6895 -5814
6946 6896 -7625
5385 6897 -4573
521 6898 -9333
4005 6899 -3933
431 6900 -522
6905 6901 -1314
1054 6902 60
8435 6903 1527
9735 6904 -4629
3037 6905 -5158
2724 6906 -1070
1092 6907 3592
2964 6908 -6965
2712 6909 -6237
96 6910 -6736
3103 6911 -2317
3544 6912 -3304
2293 6913 -7866
8686 6914 -6179
8178 6915 -4484
5918 6916 -5604
1763 6917 -2259
1495 6918 -3288
4335 6919 3320
675 6920 -1195
4776 6921 2437
7891 6922 908
4402 6923 -44
2601 6924 -9617
5097 6925 -2023
4935 6926 -2436
986 6927 828
1455 6928 4633
3863 6929 -9412
8010 6930 -3017
9083 6931 -4304
6435 6932 974
881 6933 -9440
1314 6934 -3199
9157 6935 -5962
552 6936 -2128
3199 6937 -441
8481 6938 -8489
5847 6939 2799
1262 6940 3025
8409 6941 4788
2162 6942 -8893
9138 6943 -7189
6386 6944 -7871
2114 6945 -8922
2348 6946 -1317
476 6947 287
19 6948 2688
8914 6949 -8595
881 6950 -4486
80 6951 191
2043 6952 -9649
5247 6953 -7781
5253 6954 2031
2015 6955 -5290
4523 6956 3
256 6957 3285
1014 6958 921
2146 6959 -4518
6551 6960 -222
