5000 21840
4349 3679 -343
3774 3680 831
4070 3681 -316
1202 3682 -538
1032 3683 301
3143 3684 72
2305 3685 427
455 3686 611
178 3687 335
1217 3688 981
4398 3689 595
3348 3690 68
4609 3691 834
2289 3692 709
460 3693 589
3069 3694 621
1860 3695 -954
1226 3696 -878
1614 3697 -375
3781 3698 -9
1746 3699 -645
3203 3700 -441
157 3701 89
66 3702 -989
2043 3703 -215
4233 3704 -725
4913 3705 91
1854 3706 -336
3765 3707 -716
4508 3708 -140
2052 3709 660
4986 3710 -753
1461 3711 270
1647 3712 675
4419 3713 -181
2800 3714 781
726 3715 713
1833 3716 -697
4404 3717 574
828 3718 992
3602 3719 621
3486 3720 873
4247 3721 317
3068 3722 -952
3229 3723 418
1794 3724 604
1910 3725 -430
1971 3726 830
3021 3727 -402
3547 3728 234
3548 3729 405
1503 3730 -62
3122 3731 1000
860 3732 -346
1711 3733 -8
160 3734 -804
4014 3735 98
15 3736 47
2270 3737 360
4479 3738 -102
777 3739 -387
4448 3740 -518
4783 3741 -60
1768 3742 -188
54 3743 158
336 3744 346
1910 3745 -796
2875 3746 -122
1900 3747 828
1871 3748 215
3768 3749 892
3409 3750 567
2093 3751 317
4331 3752 -377
3604 3753 664
3765 3754 278
1726 3755 -654
4765 3756 -703
2717 3757 -739
2604 3758 -439
723 3759 936
3702 3760 194
297 3761 226
4593 3762 152
771 3763 -855
4234 3764 -827
1708 3765 833
3018 3766 -953
3277 3767 40
1033 3768 -920
3726 3769 931
1451 3770 849
1601 3771 -21
1396 3772 344
3455 3773 -156
3440 3774 691
2249 3775 -102
1334 3776 903
1000 3777 386
3975 3778 -412
2553 3779 69
1260 3780 -664
4625 3781 872
1289 3782 -294
4582 3783 901
2927 3784 -110
3942 3785 -197
2987 3786 895
4605 3787 940
1295 3788 -702
3517 3789 -997
1137 3790 -400
1269 3791 -534
650 3792 677
3429 3793 -275
3788 3794 -220
3537 3795 -466
2807 3796 977
1635 3797 -191
4328 3798 794
3483 3799 386
3045 3800 -395
413 3801 545
3642 3802 -722
4573 3803 990
3759 3804 915
1123 3805 -385
4323 3806 165
1708 3807 -487
4422 3808 -439
2283 3809 131
355 3810 -484
2258 3811 -443
2054 3812 -546
4350 3813 -595
4801 3814 -284
1062 3815 752
2120 3816 499
3392 3817 -605
757 3818 -896
1566 3819 -804
367 3820 -401
1065 3821 545
2052 3822 -556
15 3823 283
187 3824 -741
2800 3825 -43
2379 3826 745
2397 3827 -5
4822 3828 715
2555 3829 -247
930 3830 41
4998 3831 -234
4596 3832 328
514 3833 -543
196 3834 367
4702 3835 -435
4252 3836 415
602 3837 -883
1709 3838 60
4264 3839 -406
4657 3840 822
3582 3841 64
3629 3842 -323
3143 3843 678
4828 3844 -829
413 3845 684
1695 3846 320
4231 3847 319
726 3848 276
3067 3849 -269
4942 3850 -902
1072 3851 14
3330 3852 -934
597 3853 423
2923 3854 -766
2374 3855 641
3186 3856 675
369 3857 -462
2740 3858 137
844 3859 106
2330 3860 -282
3725 3861 437
1269 3862 -593
4762 3863 -642
4716 3864 539
1568 3865 391
78 3866 911
318 3867 990
3099 3868 -959
3214 3869 205
757 3870 -580
2851 3871 -295
3882 3872 755
4716 3873 683
1791 3874 94
4597 3875 115
31 3876 474
4861 3877 -154
120 3878 103
3878 3879 675
1995 3880 607
1516 3881 664
4899 3882 -35
819 3883 848
4200 3884 -381
4055 3885 57
1988 3886 -52
3580 3887 -825
1450 3888 -141
4928 3889 658
867 3890 -21
3989 3891 -203
2947 3892 897
3206 3893 -347
94 3894 -418
1756 3895 -822
4666 3896 100
4649 3897 -312
1457 3898 715
4518 3899 938
661 3900 97
598 3901 -389
4655 3902 314
559 3903 948
1863 3904 -143
438 3905 -659
4126 3906 995
2171 3907 625
1921 3908 -976
3439 3909 861
1471 3910 437
208 3911 522
2751 3912 -548
624 3913 274
2502 3914 -57
3678 3915 915
1132 3916 -630
711 3917 760
3729 3918 -164
3948 3919 620
4373 3920 -836
4203 3921 973
2402 3922 -156
1584 3923 -203
1396 3924 854
2863 3925 535
3510 3926 -304
4730 3927 272
4621 3928 -954
1866 3929 -666
2936 3930 -759
1332 3931 -194
1971 3932 -188
3257 3933 -406
4765 3934 -74
4672 3935 501
1220 3936 741
1457 3937 -210
1268 3938 -683
386 3939 -178
1888 3940 -931
4641 3941 -559
3229 3942 993
555 3943 659
2477 3944 -738
1383 3945 -336
795 3946 592
1287 3947 -133
282 3948 -957
4622 3949 47
1080 3950 734
3162 3951 169
4350 3952 -27
2104 3953 -767
4883 3954 19
3288 3955 -811
2399 3956 -353
1917 3957 308
251 3958 380
418 3959 -822
3134 3960 943
3273 3961 818
346 3962 289
186 3963 154
1748 3964 541
2177 3965 -345
915 3966 790
2992 3967 -247
2636 3968 115
3901 3969 610
3876 3970 946
2963 3971 49
4029 3972 -460
1692 3973 -867
3541 3974 875
1680 3975 903
2757 3976 351
2845 3977 705
4454 3978 -315
3542 3979 464
4933 3980 10
833 3981 363
1396 3982 -9
2305 3983 786
1006 3984 -733
712 3985 -773
387 3986 -829
4015 3987 -503
2407 3988 -814
1137 3989 704
4927 3990 709
2649 3991 643
1411 3992 856
1300 3993 -280
800 3994 173
4061 3995 400
3879 3996 -80
669 3997 -752
746 3998 528
4407 3999 -390
3101 4000 675
4046 4001 240
4064 4002 2
3799 4003 309
2225 4004 -258
3849 4005 547
3729 4006 970
4422 4007 438
2201 4008 -223
1199 4009 8
3909 4010 -498
2658 4011 -496
2333 4012 -46
1201 4013 -686
4851 4014 831
1601 4015 -936
4266 4016 -645
4396 4017 684
922 4018 -784
905 4019 -461
534 4020 921
1489 4021 58
589 4022 125
1026 4023 -633
1709 4024 -143
807 4025 601
1221 4026 978
3313 4027 909
4088 4028 985
1661 4029 -24
1695 4030 -60
61 4031 679
195 4032 -27
2271 4033 -533
1917 4034 -515
2348 4035 -510
3089 4036 -155
2171 4037 839
4461 4038 -893
3405 4039 712
2198 4040 610
844 4041 -942
3663 4042 368
4948 4043 521
4375 4044 371
1083 4045 -621
629 4046 111
3446 4047 -529
931 4048 288
3551 4049 397
4194 4050 -889
2472 4051 -140
2697 4052 587
2463 4053 942
2719 4054 -833
1498 4055 77
818 4056 88
654 4057 792
4204 4058 -22
1635 4059 132
389 4060 398
1123 4061 217
1717 4062 735
1111 4063 -396
1190 4064 609
3831 4065 415
3099 4066 108
4384 4067 190
1384 4068 -65
2084 4069 -871
2374 4070 651
3087 4071 -68
2307 4072 22
2920 4073 -878
4096 4074 -304
444 4075 -776
4425 4076 -871
3878 4077 -323
1039 4078 308
855 4079 -39
1121 4080 -793
2290 4081 155
2417 4082 680
1682 4083 859
3108 4084 442
1220 4085 -47
3844 4086 85
2722 4087 786
1781 4088 -762
2829 4089 -263
1421 4090 -236
4268 4091 -506
528 4092 375
4858 4093 624
2383 4094 -599
3523 4095 -55
1605 4096 -29
833 4097 -335
3918 4098 348
2659 4099 -434
54 4100 473
3736 4101 -122
3840 4102 -924
1929 4103 -217
3280 4104 130
739 4105 492
1708 4106 21
1860 4107 370
2272 4108 -906
1491 4109 561
3956 4110 118
4355 4111 578
268 4112 867
4821 4113 -688
1436 4114 -290
4582 4115 -327
3272 4116 -575
1782 4117 -494
2075 4118 -460
2262 4119 -108
3868 4120 173
3255 4121 -136
1768 4122 -804
1461 4123 -499
1882 4124 -574
710 4125 -879
629 4126 -521
1906 4127 662
1448 4128 -303
2562 4129 -838
997 4130 582
995 4131 -98
197 4132 424
4149 4133 935
215 4134 -359
4280 4135 -981
455 4136 -405
2146 4137 738
1160 4138 2
202 4139 234
726 4140 752
1619 4141 -23
2093 4142 399
1814 4143 479
1191 4144 942
4377 4145 533
151 4146 -951
4914 4147 -520
4863 4148 -339
3069 4149 -836
1584 4150 -994
3821 4151 -812
4598 4152 700
771 4153 239
470 4154 171
3845 4155 -6
4672 4156 -566
3189 4157 740
4399 4158 -460
3743 4159 376
370 4160 40
2686 4161 -901
1095 4162 173
2847 4163 799
1362 4164 157
2289 4165 95
999 4166 454
3065 4167 -716
4777 4168 813
1969 4169 -703
4551 4170 288
2873 4171 133
3780 4172 819
369 4173 92
4732 4174 627
3532 4175 -411
2761 4176 70
3272 4177 123
1585 4178 250
1789 4179 356
1157 4180 445
3473 4181 -603
2996 4182 -284
2493 4183 -232
758 4184 -611
297 4185 -4
1621 4186 481
1984 4187 987
369 4188 608
2185 4189 965
4470 4190 698
954 4191 144
1815 4192 281
501 4193 -34
2930 4194 11
3680 4195 325
1157 4196 -82
2895 4197 -741
526 4198 950
3680 4199 691
3857 4200 886
3404 4201 -796
4606 4202 807
4782 4203 -527
4176 4204 308
3061 4205 700
3288 4206 852
2756 4207 -619
2996 4208 -373
1815 4209 229
126 4210 -819
2027 4211 429
4372 4212 -198
1761 4213 -388
3006 4214 -219
1711 4215 845
472 4216 652
2134 4217 343
4244 4218 237
4268 4219 -457
75 4220 -43
4943 4221 834
966 4222 103
3159 4223 -395
863 4224 -407
3668 4225 696
4946 4226 -733
991 4227 101
1430 4228 293
740 4229 712
2395 4230 54
418 4231 136
3937 4232 633
3449 4233 -551
3128 4234 407
1132 4235 -936
2185 4236 -983
3514 4237 14
4253 4238 -592
1255 4239 -877
930 4240 946
4612 4241 892
2862 4242 -248
1557 4243 -516
3846 4244 -792
4797 4245 -651
948 4246 -145
3370 4247 -31
197 4248 -493
1552 4249 844
3947 4250 298
3483 4251 629
4404 4252 900
1787 4253 -811
3881 4254 -624
1140 4255 -199
2043 4256 271
1816 4257 333
475 4258 -365
3257 4259 -982
1732 4260 -910
241 4261 236
4911 4262 689
2262 4263 -818
2734 4264 -172
4479 4265 -730
149 4266 -978
3045 4267 -697
4013 4268 -626
4646 4269 -395
2537 4270 -600
1660 4271 784
1736 4272 -918
4449 4273 -941
4817 4274 -716
942 4275 701
2567 4276 792
618 4277 -952
4497 4278 -126
4625 4279 946
3370 4280 671
4366 4281 535
3255 4282 892
1331 4283 -555
3091 4284 -725
866 4285 225
3932 4286 887
4029 4287 45
2634 4288 -57
9 4289 683
4625 4290 -211
3737 4291 -736
2886 4292 580
4910 4293 -113
960 4294 358
4359 4295 -915
357 4296 294
414 4297 466
2507 4298 -369
2666 4299 -502
1622 4300 -280
1831 4301 640
3989 4302 -225
2419 4303 503
4350 4304 -562
1704 4305 -497
3448 4306 -603
378 4307 3
164 4308 968
938 4309 -655
245 4310 918
4295 4311 -922
4740 4312 -308
3184 4313 9
3462 4314 -982
4878 4315 -474
2837 4316 646
152 4317 -212
1161 4318 951
876 4319 105
1469 4320 17
1751 4321 640
4746 4322 772
4404 4323 831
702 4324 759
569 4325 618
4784 4326 936
535 4327 -968
3472 4328 835
3086 4329 31
795 4330 -534
1137 4331 365
984 4332 -229
661 4333 -777
3553 4334 561
3549 4335 483
4595 4336 -121
2530 4337 -446
1181 4338 431
273 4339 -32
1486 4340 819
4194 4341 -913
1486 4342 536
1078 4343 691
3353 4344 407
877 4345 445
2216 4346 884
2992 4347 275
3748 4348 -336
4323 4349 -849
2067 4350 916
2676 4351 555
4937 4352 168
3602 4353 -73
3972 4354 338
3400 4355 498
3851 4356 882
4895 4357 125
455 4358 -590
2839 4359 -410
3322 4360 680
3229 4361 898
45 4362 -533
3149 4363 234
4834 4364 872
1105 4365 -716
1065 4366 -908
3307 4367 -850
2067 4368 -703
4639 4369 692
1887 4370 878
254 4371 735
2901 4372 -471
475 4373 893
273 4374 38
1126 4375 33
2496 4376 -439
1395 4377 364
2063 4378 -790
629 4379 482
2854 4380 3
1235 4381 -375
3780 4382 -785
476 4383 846
2348 4384 -188
730 4385 721
1455 4386 749
1062 4387 380
4601 4388 856
4459 4389 162
4722 4390 -926
3791 4391 910
1732 4392 802
3524 4393 367
2187 4394 807
4556 4395 25
2657 4396 -923
492 4397 -558
2691 4398 -394
1970 4399 836
2619 4400 -748
2750 4401 -199
4588 4402 181
4109 4403 23
360 4404 -803
3865 4405 919
4948 4406 -798
1199 4407 -462
3739 4408 539
396 4409 697
3436 4410 -149
4238 4411 -416
166 4412 -475
4407 4413 36
4095 4414 355
1712 4415 441
241 4416 916
538 4417 -897
3441 4418 -743
4198 4419 283
4176 4420 484
597 4421 -712
4264 4422 824
296 4423 -326
519 4424 32
2670 4425 -890
1858 4426 -337
4802 4427 -554
4491 4428 -80
906 4429 392
4173 4430 331
3162 4431 -113
4448 4432 -961
3964 4433 -88
1380 4434 -359
2594 4435 211
1250 4436 -658
1568 4437 598
4230 4438 768
1350 4439 356
3569 4440 -543
2175 4441 47
3737 4442 -500
2227 4443 165
785 4444 815
2042 4445 599
3678 4446 -46
3682 4447 -381
2513 4448 -6
2040 4449 -910
3754 4450 919
1996 4451 9
3211 4452 -197
3339 4453 -775
2906 4454 -744
4413 4455 -846
4376 4456 -406
2568 4457 -206
3363 4458 722
2249 4459 -985
4106 4460 178
3948 4461 -850
1879 4462 91
4653 4463 964
1636 4464 114
2036 4465 930
2733 4466 -50
2176 4467 273
2557 4468 -801
2155 4469 -711
3740 4470 -857
1088 4471 350
1155 4472 -349
4095 4473 -303
4106 4474 -342
949 4475 -821
3734 4476 540
4566 4477 -915
3646 4478 231
2798 4479 -639
318 4480 -74
4626 4481 859
2643 4482 -957
4605 4483 607
3905 4484 880
1921 4485 103
1228 4486 -95
4126 4487 -718
2182 4488 -438
2211 4489 640
819 4490 585
3491 4491 676
4164 4492 -24
3411 4493 157
1132 4494 755
3832 4495 691
695 4496 -951
4451 4497 -911
456 4498 308
4780 4499 -798
2737 4500 855
3416 4501 -419
3159 4502 -446
1582 4503 315
1167 4504 889
2979 4505 -316
4948 4506 -301
2109 4507 -560
2177 4508 870
2125 4509 629
2265 4510 302
1462 4511 761
4702 4512 -464
3134 4513 456
4206 4514 694
495 4515 -449
2959 4516 -291
710 4517 -143
2749 4518 43
829 4519 -590
1638 4520 -641
2460 4521 -647
392 4522 681
3593 4523 -472
3165 4524 -320
2537 4525 -751
4279 4526 934
2176 4527 648
3461 4528 -449
1222 4529 158
4256 4530 -942
1421 4531 -686
2294 4532 869
843 4533 -390
4342 4534 -396
3047 4535 255
4874 4536 743
3107 4537 214
1781 4538 237
1255 4539 -764
3364 4540 -917
3609 4541 471
2007 4542 873
3023 4543 -876
3510 4544 934
930 4545 75
4507 4546 -107
1042 4547 -692
2623 4548 294
726 4549 386
995 4550 113
3040 4551 572
4035 4552 669
4602 4553 344
21 4554 -68
3773 4555 58
468 4556 710
4476 4557 444
2072 4558 -341
1395 4559 -207
800 4560 -896
324 4561 -804
48 4562 -81
1648 4563 -24
4818 4564 916
1551 4565 -582
4533 4566 -820
3564 4567 911
1875 4568 267
2904 4569 -44
4907 4570 897
2529 4571 -453
1721 4572 -309
1867 4573 976
4582 4574 -997
1157 4575 43
1303 4576 678
4687 4577 37
475 4578 414
2462 4579 678
2751 4580 191
2089 4581 -723
2036 4582 96
3768 4583 731
733 4584 31
1793 4585 693
2486 4586 -521
4515 4587 911
3889 4588 6
3440 4589 -594
15 4590 -865
4292 4591 -71
4459 4592 158
1745 4593 251
559 4594 318
4196 4595 -930
2503 4596 -802
3749 4597 -948
152 4598 -367
154 4599 -78
3260 4600 -798
722 4601 -802
2815 4602 -990
2875 4603 368
304 4604 11
1195 4605 18
2180 4606 722
4803 4607 895
1597 4608 -18
1048 4609 -699
3363 4610 328
3085 4611 -680
3716 4612 -583
3602 4613 588
2733 4614 -850
4794 4615 -135
110 4616 407
4685 4617 770
1717 4618 274
261 4619 145
1134 4620 536
3257 4621 76
4058 4622 -20
4083 4623 493
466 4624 -714
4347 4625 -1000
282 4626 95
1680 4627 -440
388 4628 759
3139 4629 404
3169 4630 695
1711 4631 -811
1682 4632 782
4821 4633 -165
4416 4634 -772
1405 4635 -815
3049 4636 -802
2414 4637 11
3231 4638 66
3544 4639 -113
4784 4640 801
4271 4641 127
1525 4642 768
1545 4643 -112
803 4644 798
1890 4645 398
2182 4646 -135
3527 4647 -474
4182 4648 564
2462 4649 -301
4211 4650 831
1209 4651 -909
2158 4652 -424
176 4653 -591
1858 4654 50
2461 4655 176
300 4656 -763
1310 4657 -92
3849 4658 664
3048 4659 -891
2363 4660 -390
3510 4661 32
1768 4662 -128
1855 4663 -140
3797 4664 915
1519 4665 522
4651 4666 761
1756 4667 212
4172 4668 404
4816 4669 -411
1603 4670 -263
485 4671 -786
4616 4672 337
876 4673 -230
972 4674 901
4724 4675 205
2417 4676 -346
132 4677 -118
2844 4678 400
2928 4679 556
743 4680 -129
4884 4681 467
1381 4682 -671
457 4683 214
2924 4684 182
985 4685 38
2968 4686 839
3602 4687 -782
1114 4688 -198
233 4689 135
618 4690 -243
474 4691 -819
2420 4692 232
3948 4693 207
2513 4694 423
661 4695 -695
2711 4696 -386
2458 4697 -87
3409 4698 162
1588 4699 57
2837 4700 946
2002 4701 926
2373 4702 775
3580 4703 704
759 4704 244
2533 4705 -754
912 4706 -888
1374 4707 -288
651 4708 -141
3018 4709 599
4998 4710 -676
3162 4711 -905
839 4712 -784
1395 4713 578
4227 4714 479
401 4715 132
1809 4716 -554
2349 4717 893
157 4718 346
2990 4719 -598
777 4720 300
4466 4721 -70
3879 4722 862
2642 4723 -241
3287 4724 -713
973 4725 -118
1921 4726 965
3583 4727 -584
2797 4728 -758
9 4729 -621
694 4730 944
4119 4731 469
1080 4732 -656
2596 4733 -729
1422 4734 -819
4715 4735 564
3645 4736 677
1001 4737 71
1465 4738 141
4977 4739 -258
714 4740 246
4852 4741 77
2060 4742 508
1832 4743 -927
3665 4744 -343
2238 4745 -334
151 4746 175
4581 4747 914
535 4748 -498
4548 4749 -392
1129 4750 435
2191 4751 497
3089 4752 354
1711 4753 -434
1897 4754 941
4562 4755 504
2148 4756 -506
2349 4757 686
467 4758 -354
3710 4759 819
1105 4760 -189
4945 4761 -246
4877 4762 -847
3897 4763 -891
3898 4764 -174
1636 4765 -227
2882 4766 503
3226 4767 730
1708 4768 14
3082 4769 -276
45 4770 -282
1717 4771 397
573 4772 265
1907 4773 784
3795 4774 -138
2815 4775 -606
685 4776 394
818 4777 -698
1043 4778 752
3339 4779 -732
1015 4780 -857
3824 4781 -578
4374 4782 209
2345 4783 -430
4271 4784 915
4404 4785 461
3733 4786 456
386 4787 -281
4631 4788 -5
1453 4789 350
733 4790 -333
3158 4791 14
3864 4792 592
1781 4793 240
661 4794 -845
2193 4795 308
264 4796 -477
1600 4797 -40
3178 4798 -909
3367 4799 -812
4362 4800 -542
3289 4801 -372
1638 4802 -36
4176 4803 -615
1112 4804 566
3608 4805 835
2373 4806 219
1395 4807 430
1937 4808 -21
2828 4809 -159
4473 4810 -787
2144 4811 370
4651 4812 -511
1673 4813 -791
3006 4814 1000
2125 4815 548
1722 4816 -622
4383 4817 44
504 4818 457
409 4819 -119
2469 4820 956
48 4821 -962
258 4822 -458
904 4823 293
2423 4824 -362
2662 4825 -659
1798 4826 -25
3491 4827 -249
1062 4828 -125
4797 4829 -604
1033 4830 764
972 4831 30
1984 4832 -922
1041 4833 50
2113 4834 -875
4262 4835 580
1040 4836 -783
2820 4837 631
1914 4838 -547
2642 4839 -391
3759 4840 -282
1872 4841 -778
4868 4842 142
2866 4843 -341
2549 4844 -591
4715 4845 780
4700 4846 380
650 4847 416
530 4848 841
3743 4849 492
2720 4850 335
1663 4851 359
1798 4852 105
735 4853 -483
3445 4854 -906
1878 4855 -573
180 4856 682
4727 4857 556
1713 4858 -324
3167 4859 -909
468 4860 177
4126 4861 940
2956 4862 -117
4905 4863 -802
3120 4864 -128
661 4865 -934
4649 4866 371
3984 4867 -289
4459 4868 309
2374 4869 216
448 4870 -858
2621 4871 -473
4758 4872 860
1457 4873 -712
2214 4874 -948
1715 4875 -831
469 4876 -47
4204 4877 610
890 4878 795
54 4879 -672
2430 4880 -164
176 4881 166
1755 4882 -5
4062 4883 412
716 4884 -882
1389 4885 685
2813 4886 -35
703 4887 -45
1131 4888 -295
4058 4889 36
3569 4890 -804
1259 4891 485
1106 4892 -866
1912 4893 367
4942 4894 418
661 4895 589
3485 4896 -754
1872 4897 820
2 4898 535
4573 4899 -779
1579 4900 417
1147 4901 -522
23 4902 -940
3012 4903 246
2102 4904 534
2020 4905 871
4215 4906 -847
2865 4907 -234
767 4908 -464
13 4909 317
2936 4910 582
991 4911 -32
3623 4912 -504
845 4913 333
12 4914 -51
3849 4915 992
3872 4916 530
2466 4917 355
4966 4918 -334
3451 4919 895
2689 4920 619
3042 4921 321
3463 4922 896
38 4923 -577
3786 4924 8
3242 4925 647
4038 4926 554
3067 4927 -990
4247 4928 -183
2753 4929 667
2562 4930 403
1949 4931 284
2560 4932 -68
1823 4933 -378
680 4934 -529
809 4935 -552
4185 4936 94
3514 4937 -136
2500 4938 -985
4506 4939 -239
3795 4940 -510
1646 4941 -460
917 4942 -448
2177 4943 -352
442 4944 233
2484 4945 369
2863 4946 -12
2051 4947 -94
2905 4948 -682
438 4949 591
3415 4950 990
4126 4951 -264
1192 4952 123
1372 4953 -973
2092 4954 -860
2987 4955 -295
1217 4956 -764
4607 4957 486
4126 4958 149
371 4959 -124
724 4960 -61
1235 4961 649
3138 4962 -221
2536 4963 -178
2836 4964 -403
300 4965 490
3322 4966 -78
966 4967 -145
1949 4968 -521
4825 4969 -190
1969 4970 138
2383 4971 344
4440 4972 -282
4350 4973 -72
4723 4974 319
3833 4975 -381
1250 4976 -333
386 4977 475
30 4978 -722
3256 4979 -776
1480 4980 -428
3920 4981 -193
1984 4982 115
1664 4983 -362
43 4984 819
4907 4985 262
3040 4986 -64
3985 4987 -806
419 4988 484
1044 4989 -963
951 4990 -675
1320 4991 942
1489 4992 -645
4282 4993 -8
742 4994 510
303 4995 -76
250 4996 174
2078 4997 -686
1827 4998 274
1827 4999 668
1000 5000 -485
4934 212 -356
3382 3140 -559
601 1863 443
2923 3401 -969
3628 677 983
1382 4321 -759
2917 1982 -967
169 1339 -576
2055 2765 672
4119 491 234
4671 2920 -10
1165 4886 782
2499 2990 -871
4019 4821 -107
913 2778 117
2230 2191 502
4978 3156 349
2941 903 49
4985 2038 702
1374 4853 -310
956 3147 438
2813 3664 458
2198 1115 -190
936 2921 -73
4406 4620 301
1026 379 88
311 4819 901
530 3150 -155
4245 4264 -277
1343 1362 -859
2017 4239 725
3306 4937 -669
2961 2059 -374
4568 901 -601
3215 1085 798
2043 1537 70
2228 3594 805
828 2116 -828
49 1610 -506
975 3575 594
370 4261 624
322 24 863
4152 3216 -464
4659 3183 -489
145 925 599
2646 382 -75
1389 945 -748
4696 1653 -372
3504 1046 -399
3026 315 252
1231 1561 -225
3061 129 -850
3377 4014 349
2343 4408 666
4076 3615 -182
2240 2835 -548
4824 4987 -875
4388 1487 -945
1572 2212 67
1316 614 -78
2851 4401 -707
2219 1643 -668
122 961 362
4594 1632 -924
1793 3937 177
4880 436 -123
364 77 -46
4602 4360 -667
4701 1651 -204
4131 2368 785
1040 2909 -646
1976 879 -356
731 1252 -6
530 3963 -504
247 2490 120
1121 3983 612
1167 4712 681
4274 2463 -669
684 1574 226
3013 2606 -91
2194 4065 -746
3581 692 399
2723 3790 892
636 4220 255
4118 4317 -652
2043 785 -65
4996 4968 -147
2043 408 -106
1983 1427 535
4675 136 227
4559 3742 -772
782 3278 534
2177 182 908
4536 1869 347
4662 2354 -578
4181 4275 555
2470 1392 -251
4574 79 101
3664 439 -305
513 3743 -315
1671 1992 -209
2251 1389 -923
1258 2758 223
4781 4577 932
1008 2436 -150
3401 4090 -901
2053 1965 -485
4199 1342 425
830 4215 508
1928 554 684
1069 2465 -726
3966 2995 -661
3002 2819 -456
1014 4714 -720
2358 1189 665
387 141 228
1596 3544 -350
4312 1403 -113
631 4280 -890
754 1600 -445
394 2947 923
2792 310 -894
808 1411 179
1783 516 595
1761 1751 -874
294 4128 -380
4709 2824 401
1979 265 930
800 1015 570
3561 4272 -231
4858 2020 -553
1895 3004 766
650 4601 -23
4765 2900 706
1238 3044 87
1013 4871 952
633 3836 95
2932 2479 -689
4658 2227 -675
1708 1740 649
1813 618 31
343 3397 -76
1049 4658 949
2354 82 925
3797 3726 550
4028 773 550
2551 3735 -868
17 4166 918
747 1895 -842
4983 1334 -194
2492 3822 -171
2852 3411 -583
3770 3155 594
2858 2426 -329
2976 1938 -256
3961 2946 483
2912 4604 976
4199 4005 422
4678 3460 184
1494 3738 849
3710 4454 -420
802 29 -513
2299 114 842
4253 3729 867
2053 4294 405
4017 3396 -983
725 1601 -618
4946 1072 -88
1816 3780 206
621 217 -809
4798 1667 1000
385 4506 -932
1166 4385 -739
1121 2970 -212
336 4746 -697
3146 2540 916
1878 3473 913
1239 4901 890
3183 1978 -150
1159 4447 -593
1730 3954 -691
3400 1050 174
1548 2314 915
42 929 753
3647 155 -716
1642 4402 -256
2775 4315 -780
4825 1135 694
4841 3285 780
4609 3250 211
642 2503 873
2620 2574 699
441 3869 131
4608 1624 977
3594 4803 708
3435 788 158
1664 1327 -229
2479 2892 47
1046 405 517
4874 3163 811
1795 2308 -551
3932 4344 731
1608 2197 444
606 1390 858
2758 4004 764
3660 4368 -512
865 4448 403
1558 4674 -183
4323 4396 206
2817 2667 933
46 3192 321
1316 1494 605
3322 4881 -311
170 863 -929
583 3580 543
3428 4346 531
3256 1539 -170
4312 408 -832
356 4622 124
3114 507 -3
4258 715 451
3237 3241 375
920 1320 -619
4693 909 54
1128 4524 -985
3452 4288 792
1208 1197 -379
392 447 731
1588 213 -640
1430 1174 809
2330 2518 -797
3925 3866 450
2234 1212 -528
2033 2996 -280
3696 1410 -708
2018 3818 -37
1880 1180 8
248 663 382
356 2987 -831
4733 3571 -377
2917 360 -858
1680 1165 -441
1907 312 286
3201 3628 875
4795 2797 4
2310 3573 297
2340 1117 925
1729 535 -683
1622 163 -447
3803 922 -646
1776 404 -339
3994 4582 938
3732 4244 706
1034 3936 192
977 3591 638
171 263 -107
1708 3827 -687
3910 2069 940
45 3842 969
4965 1801 567
4129 1206 534
3382 897 -562
3113 229 743
1500 4316 799
1414 4324 -24
1627 1334 563
240 3224 -105
4678 2397 239
1810 2343 864
4766 3264 610
2859 4845 -607
1760 4207 635
2275 3011 -162
1148 2205 -397
2135 1258 769
4446 2394 435
2484 724 -781
4171 4253 941
4116 1403 -729
3930 2423 752
2088 964 666
284 1546 962
3851 1363 -298
1537 2241 411
6 330 -972
2009 4289 -958
3541 276 -245
4091 637 -365
1085 3579 -713
4238 2007 392
1760 1081 -188
2057 3058 714
2271 540 -323
1641 1069 -878
3562 3819 -914
367 2418 -714
983 3437 -478
2627 4452 753
3117 4577 -294
4209 4230 -651
1180 4727 -981
542 3593 295
1020 4773 414
1359 1126 -331
2406 3134 721
134 713 -80
290 646 -865
523 3478 320
3494 3224 813
3467 2958 -281
967 2056 429
2431 1857 -222
4463 852 -360
459 3943 220
740 1509 -247
1161 2658 957
3641 2948 752
4585 1139 -298
3563 623 394
1344 349 132
1506 2594 91
4139 2463 777
930 3042 344
1302 3858 -27
1733 2790 729
4013 2386 -433
4078 1110 591
2221 4938 -94
381 5 -695
4456 2024 230
1186 2075 375
2468 2903 500
1432 643 -656
3991 2980 -123
4271 2908 943
1833 4960 12
3661 82 -558
2206 3395 520
1923 3636 -307
2223 4898 955
4088 976 -998
2259 4983 764
3884 3723 451
4407 3511 887
1315 469 703
1151 2826 -736
2796 320 93
1215 4931 174
2396 1849 648
2651 1854 -910
3276 3144 87
2952 4369 548
3908 2130 638
165 3171 909
4834 126 -885
2761 1618 -336
1923 636 -108
4322 4833 802
2637 1176 -974
3903 4981 -936
3119 4654 307
4899 4257 -135
4237 2680 205
471 4784 674
51 787 668
4298 4807 -497
1166 664 110
583 2693 525
1658 4006 -444
1252 1130 -408
4291 3524 -320
1754 1501 373
4275 588 736
1574 3514 237
4420 4243 804
